Software Name	 Version	Manufacturer
PuTTY release 0.70 (64-bit)	0.70.0.0	
PuTTY version 0.63	0.63	PuTTY version
PX Profile Update	1.00.1.	
Python (System Administrator use ONLY)	3.x	Python Software Foundation
Quest ActiveRoles Management Shell for Active Directory (x64)	1.5.1.2421	
Quest ActiveRoles Management Shell for Active Directory (x64)	1.5.1.2421	
Quest Backup Reporter 1.4	1.4.1.5	Quest Backup Reporter
Quest Installer	N/A	Quest Installer
Quest One ActiveRoles Management Shell for Active Directory	1.6.0.2683	Quest Software  Inc.
Quest Software Toad Data Modeler	4.2.6.12	
Quest Software Toad for Data Analysts 3.1	3.1.0.638	
Quest SQL Optimizer for Oracle	8.6.0.2228	ORACLE
Quick Boot Manager	1.1.1300.100	Quick Boot Manager
QuickScan 4.5	4.5.7708	QuickScan
QWS3270 Secure	4.8	QWS3270 Secure
Radar Position Analysis System (RPAS)	4.x	
RAM 3D Viewer v15.01.00	15.01.00.000	RAM 3D Viewer v
RAT	N/A	RAT
RAT 1.5.0.0010	1.5.0.0010	RAT
RCLick	V1.00L01M00	RCLick
Realtek Audio COM Components	1.0.2	Realtek
Realtek Audio COM Components	1.0.2	
REALTEK Bluetooth Filter Driver	1.3.865.060315	Realtek
Realtek Card Reader	10.0.10586.21287	Realtek
Realtek Ethernet Controller All-In-One Windows Driver	7.67.1226.2012	Realtek
Realtek Ethernet Controller Driver	7.46.610.2011	Realtek
Realtek High Definition Audio Driver	6.0.1.6482	Realtek Semiconductor Corp.
Realtek High Definition Audio Driver	6.0.1.6053	Realtek
Realtek USB 2.0 Card Reader	6.1.7100.30103	Realtek
Realtek USB 2.0 Card Reader	6.1.7600.30127	Realtek
Realtek USB 2.0 Reader Driver	6.1.7600.10008	Realtek
Realtek USB Audio	6.3.9600.85	Realtek
Realtek USB Audio	6.3.9600.44	Realtek
Realtek USB Audio	6.3.9600.50	Realtek
Realtek USB Audio	6.3.9600.104	Realtek
Realtek USB Audio	6.3.9600.85	
Realtek USB Audio	6.3.9600.132	
Realtek USB Ethernet Controller All-In-One Windows Driver	10.20.824.2017	Realtek
Realtek USB Ethernet Controller All-In-One Windows Driver	10.16.321.2017	Realtek
REALTEK Wireless LAN Driver	1.00.0237	Realtek
Recon Plus 1.3.4	1.3.4	Recon Plus
RecTrac/GolfTrac/CYMS Client	N/A	RecTrac/GolfTrac/CYMS Client
Red Hat Enterprise Linux (RHEL)	7.x	Red Hat
Red Hat Enterprise Linux (RHEL)	8.x	Red Hat
Reflection X 8.0.6	8.0.6149	Reflection X
Remote Desktop Connection Manager	2.7.14060	
Renesas Electronics USB 3.0 Host Controller Driver	2.0.32.0	
Renesas Electronics USB 3.0 Host Controller Driver	3.0.23.0	
Renesas Electronics USB 3.0 Host Controller Driver	2.1.39.0	
Renesas Electronics USB 3.0 Host Controller Driver	2.0.30.0	
RETAIN	2.00.0002	RETAIN
RETAIN 2.01.001	2.01.001	RETAIN
Revo Uninstaller 1.90	1.9	Revo Uninstaller
Revo Uninstaller Pro 3.0.8	3.0.8	Revo Uninstaller Pro
RFID Control Service	1.10.1400.0	RFID Control Service
R Foundation Statistical Computing	3.x	
R Foundation Statistical Computing	4.x	
RICOH Media Driver	2.13.00.05	RICOH
RICOH Media Driver	2.10.00.04	RICOH
RICOH Media Driver ver.2.07.01.01	2.07.01.01	RICOH
RICOH R5C853 Media Driver Ver.1.02.00.17	1.02.00.17	RICOH
RICOH_Media_Driver_v2.14.18.01	2.14.18.01	RICOH
Risk Estimate	1.0.0	Risk Estimate
Risk+ 2.0 for Microsoft Project	2.0.01.001	Microsoft
Risk+ 2.0 for Microsoft Project	2.0.01.001	
Riverbed License Server 18.5	18.5.0.18553	Riverbed Technology
Riverbed License Server 18.6	18.6.0.19048	Riverbed Technology
Riverbed License Server 18.6	18.6.0.19048	Riverbed License Server
Riverbed License Server 18.6	18.6.0.19048	Riverbed
Riverbed ReportServer 2.6.3	2.6.3.0	Riverbed Technology
Riverbed SteelCentral NetAuditor 18.5	18.5.0.18553	Riverbed Technology
Riverbed SteelCentral NetPlanner 18.6	18.6.0.19048	Riverbed Technology
Riverbed SteelCentral NetPlanner 18.6	18.6.0.19048	Riverbed Technology
Riverbed SteelCentral NetPlanner 18.6	18.6.0.19048	Riverbed Technology
Riverpoint Writer	2.0.0.12	Riverpoint Writer
RMF Toolkit (includes Evaluate STIG, eMASSter)	1.x	US Navy
RMTK - Laser Range Management Tool (v10.4.1.0.1)	11.1.6053	
RMTK - On Range Ammunition Handling Tool (v10.3.0.0.1)	11.0.16019	
RMTK - On Range Ammunition Handling Tool (v10.4.1.0.1)	11.1.6022	
RMTK - Range Development and Planning (RDAP  (v10.3.0.0.1)	11.0.16011	
RMTK - Range Development and Planning (RDAP  (v10.4.1.0.1)	11.1.6085	
RMTK Explosive Training Range Tool (v10.3.0.0.1)	11.0.16030	
RMTK Explosive Training Range Tool (v10.4.1.0.1)	11.1.6056	
RMTK NOISE (v10.3.0.0.1)	11.0.16021	RMTK NOISE (v
RMTK NOISE (v10.4.1.0.1)	11.1.6035	RMTK NOISE (v
RMTK Surface Danger Zone (v10.3.0.0.1)	11.0.16052	RMTK Surface Danger Zone (v
RMTK Surface Danger Zone (v10.4.1.0.1)	11.1.6044	RMTK Surface Danger Zone (v
RMTK Training Events Planning System (v10.4.1.0.1)	11.1.6015	
RMTK Weapon Danger Zone (v10.3.0.0.1)	11.0.16063	RMTK Weapon Danger Zone (v
RMTK Weapon Danger Zone (v10.4.1.0.1)	11.1.6043	RMTK Weapon Danger Zone (v
Rmtk.Frameworks	1.0.7048	Rmtk.Frameworks
ROC-IED	3.0.0.0	ROC-IED
Rocket MVS	2.2.3.122	Rocket Software
RockwellNavSearch_Install	1.0.000.0006	RockwellNavSearch_Install
ROCV 10.1 Thermal	10.1.0.36	ROCV 10.1 Thermal
ROCV 10.1.1	10.1.1.19	ROCV
Roland VersaWorks	4.8.0.0	Roland VersaWorks
Rosetta Stone 2.1.5.3N	2.1.5.3	Rosetta Stone 2.1.5.3N
Roslyn Language Services - x86	14.0.23107	Microsoft Corporation
Roxio Activation Module	1	Roxio Activation Module
Roxio Creator Audio	3.5.0	Roxio Creator Audio
Roxio Creator Audio	3.3.0	Roxio Creator Audio
Roxio Creator Audio	3.7.0	
Roxio Creator Business	10.3	Roxio Creator Business
Roxio Creator Business	10.1	Roxio Creator Business
Roxio Creator Copy	3.5.0	Roxio Creator Copy
Roxio Creator Copy	3.3.0	Roxio Creator Copy
Roxio Creator Copy	3.7.0	
Roxio Creator Data	3.5.0	Roxio Creator Data
Roxio Creator Data	3.3.0	Roxio Creator Data
Roxio Creator Data	3.7.0	
Roxio Creator DE	3.5.0	Roxio Creator DE
Roxio Creator DE	3.3.0	Roxio Creator DE
Roxio Creator DE	10.1	Roxio Creator DE
Roxio Creator DE 10.3	10.3	Roxio Creator DE
Roxio Creator DE 10.3	10.3	
Roxio Creator DE 10.3	3.7.0	
Roxio Creator Tools	3.5.0	Roxio Creator Tools
Roxio Creator Tools	3.3.0	Roxio Creator Tools
Roxio Creator Tools	3.7.0	
Roxio Drag-to-Disc	9.1	Roxio Drag-to-Disc
Roxio Express Labeler	2.1.0	Roxio Express Labeler
Roxio Express Labeler 3	3.2.1	Roxio Express Labeler
Roxio Express Labeler 3	3.2.2	
Roxio Secure Burn	1.8.73.2	Roxio Secure Burn
Roxio Update Manager	6.0.0	Roxio Update Manager
Roxio Update Manager	3.0.0	Roxio Update Manager
Roxio Update Manager	6.0.0	
Rstudio Desktop	1.x	
rtAudioVideoPlugin	0.8.878	rtAudioVideoPlugin
Samsung CLP-300 Series	-300	Samsung CLP-300 Series
Samsung CLP-300 Series SmartPanel	-300	
Samsung CLX-3170 Series	-3170	Samsung CLX-3170 Series
Samsung Printer Live Update	1.01.00:04(2013-04-22)	Samsung Printer Live Update
Sanction Online Synchronization	2.8	Sanction Online Synchronization
SanctionII	2.9.0	SanctionII
SANsurfer FC HBA Manager	5.0.1.0	SANsurfer FC HBA Manager
SANsurfer FC HBA Manager	5.0.1.0	
SANtricity Storage Manager	11.10.xx00.0002	SANtricity Storage Manager
SANtricity Storage Manager	11.25.xx00.0016	SANtricity Storage Manager
SAP Crystal Reports runtime engine for .NET Framework (32-bit)	13.0.13.1597	SAP
SAP Crystal Reports runtime engine for .NET Framework (32-bit)	13.0.13.1597	SAP
SAP Crystal Reports runtime engine for .NET Framework (32-bit)	13.0.13.1597	SAP
SAP Crystal Reports runtime engine for .NET Framework (32-bit)	13.0.12.1494	SAP
SAP Crystal Reports runtime engine for .NET Framework (32-bit)	13.0.13.1597	SAP
SAP Crystal Reports runtime engine for .NET Framework (64-bit)	13.0.10.1385	SAP
SAP Crystal Reports runtime engine for .NET Framework (64-bit)	13.0.7.1136	SAP
SAP Crystal Reports runtime engine for .NET Framework 4 (32-bit)	13.0.0.99	SAP
SAP Crystal Reports runtime engine for .NET Framework 4 (32-bit)	13.0.2.469	SAP
SAP Crystal Reports runtime engine for .NET Framework 4 (64-bit)	13.0.0.99	SAP
SAP Crystal Reports runtime engine for .NET Framework 4 (64-bit)	13.0.0.99	SAP
SAP GUI for Windows 7.30	7.30 Compilation 2	Microsoft
SAP GUI for Windows 7.30	7.30 Compilation 2	
SAP GUI for Windows 7.40  (Patch 10 Hotfix 1)	7.40 Compilation 3	
SAP GUI for Windows 7.40  (Patch 3)	7.40 Compilation 1	Microsoft
SAP GUI for Windows 7.40  (Patch 7)	7.40 Compilation 2	Microsoft
SAP NetWeaver Mobile Client	7.1	SAP NetWeaver Mobile Client
SAP NetWeaver Mobile Client	7.1	SAP NetWeaver Mobile Client
SAP Netweaver Mobile MassDeviceSetup	710300	
SAP Netweaver Mobile MassDeviceSetup	710300	
SAP PDFPRINT	N/A	SAP
SAP PDFPRINT		
SAP Secure Login Client (x64)	2.0.0.1.32	
SAP Secure Login Client (x64)	2.0.0.1.32	
SAP WDP Client for Java 7.40 rev 1.4	7.40 rev 1.4	ORACLE
SAP WDP Client for Java 7.40 rev 8.2	7.40 rev 8.2	ORACLE
Satellite Tool Kit	11.3	AGI
Scan to Microsoft SharePoint	3.3.5	Microsoft
Scanner Central Admin Agent 1.6	1.06.0007.09	
Scanner Utility for Microsoft Windows V09L21	9.11.2.0	Microsoft
Scanner Utility for Microsoft Windows V10L10	9.11.2.0	Microsoft
ScanSnap Manager	V6.5L40	
ScanSnap Manager for fi Series	1.0.2.6	
ScanSnap Manager for fi Series	1.0.7.8	
ScanSnap Manager for fi Series	1.0.2.6	
ScanSnap Manager for fi Series	1.02.00006	
ScanSnap Organizer	V5.0L11	ScanSnap Organizer
ScanSnap Organizer	V5.1L30	ScanSnap Organizer
ScanSnap Organizer	V4.1L11	ScanSnap Organizer
ScanSnap Organizer	V5.6L10	ScanSnap Organizer
ScanSnap Organizer	V4.1L41	ScanSnap Organizer
ScanSnap Organizer	V3.2L14	ScanSnap Organizer
ScanSnap Organizer	V5.1L42	ScanSnap Organizer
ScanSnap Organizer	V5.0L10	ScanSnap Organizer
ScanSnap Organizer	5.6.10.1	
ScanSnap Organizer	V5.6L10	
ScanSoft PaperPort 11	11.1.0000	ScanSoft PaperPort
ScanSoft PaperPort 11	11.1.0000	ScanSoft PaperPort
ScanSoft PaperPort 11	11.2.0000	ScanSoft PaperPort
ScanSoft PaperPort 11	11.2.0000	ScanSoft PaperPort
ScanSoft PaperPort 11	11.1.0000	ScanSoft PaperPort
SCAP Compliance Checker	4	SPAWAR Systems Center Atlantic
SCAP Compliance Checker	4.1.1	SPAWAR Systems Center Atlantic
SCAP Compliance Checker	4.1.1	SCAP Compliance Checker
SCAP Compliance Checker	4.1.1	
SCAP Compliance Checker	3.1.1.1	SCAP Compliance Checker
SCAP Compliance Checker	4	SCAP Compliance Checker
SCAP Compliance Checker	4	
SCAP Compliance Checker 4.2	4.2	SPAWAR Systems Center Atlantic
SCAP Compliance Checker 4.2	4.2	SCAP Compliance Checker
SCAP Compliance Checker 4.2	4.2	
SCAP Compliance Checker 5.0	5	SPAWAR Systems Center Atlantic
SCCM Client Center	2.0.4.0	SCCM Client Center
SCCM Client Center	2.0.4.2	SCCM Client Center
SCCM Console Extensions	N/A	SCCM Console Extensions
ScenePD Pro	6.x	PAE
ScenePD Pro	7.x	PAE
SCR331Installer	2.04.0000	SCR331Installer
SCR3xxx Smart Card Reader	8.41	SCR3xxx Smart Card Reader
SCR3xxx Smart Card Reader	8.27	SCR3xxx Smart Card Reader
SCR3xxx Smart Card Reader	8.41	
Screen Recorder Launcher	2	Screen Recorder Launcher
Screensaver Operations	1.3.3.0	Screensaver Operations
SDDC.HHTI.CM_1.217	1.2.7000	SDDC.HHTI.CM
SDDC.HHTI.ConfigurationManager	1.0.1.17	
Search Pattern Tool	1.0.9.0108	Search Pattern Tool
SeaTools for Windows 1.4.0.2	1.4.0.2	Microsoft
SecuGen Device Driver Installation	7.1.0.0	
SecureCRT	8.x	VanDyke
SecureCRT	9.x	VanDyke
Secure Download Manager	3.1.60	Secure Download Manager
Secure Global Desktop Client	4.71.933	Secure Global Desktop Client
Secure Global Desktop Client	4.71.925	Secure Global Desktop Client
Secure Global Desktop Client	4.71.913	Secure Global Desktop Client
Secure Global Desktop Client	5.20.911	Secure Global Desktop Client
Secure Global Desktop Client	5.10.927	Secure Global Desktop Client
SecureFX	7.2	VanDyke
SecureFX	7.3	VanDyke
SecureFX	8.x	VanDyke
Security Management System (CM)	9.1	
Security Management System (CM)	9.1.10	
Security Management System (CM)	9.1.16	
Security Technical Implementation Guides (STIG) Viewer		DISA
Security Update for CAPICOM (KB931906)	2.1.0.2	
Security Update for Microsoft .NET Framework 4.7.1 (KB4054183)	1	Microsoft Corporation
Security Update for Microsoft Access 2013 (KB4018351) 32-Bit Edition		
Security Update for Microsoft Office 2013 (KB3039746) 32-Bit Edition		
Security Update for Microsoft Project Server 2010 (KB3114889) 64-Bit Edition		Microsoft
Security Update for Microsoft SharePoint Designer 2013 (KB2752096) 32-Bit Edition		
Security Update for Microsoft Web Applications (KB2965238) 64-Bit Edition		Microsoft
Security Update for Microsoft Web Applications (KB3203469) 64-Bit Edition		Microsoft
Self-service Plug-in	4.12.0.18013	
Self-service Plug-in	4.4.4000.15854	
Self-service Plug-in	4.11.0.36	
SEPA2_SECAT	1.03.0000	SEPA2_SECAT
Service Pack 1 for Microsoft Office 2013 (KB2850036) 32-Bit Edition		Microsoft
Service Pack 1 for SQL Server 2012 (KB2674319)	11.1.3000.0	Microsoft
Service Pack 2 for Microsoft Office Web Apps (KB2687470) 64-Bit Edition		Microsoft
Service Pack 2 for SQL Server 2014 (KB3171021) (64-bit)	12.2.5000.0	Microsoft
Service Pack 3 for SQL Server 2008 (KB2546951)	10.3.5500.0	Microsoft
Service Pack 3 for SQL Server 2008 R2 (KB2979597) (64-bit)	10.53.6000.34	Microsoft
Service Pack 4 for SQL Server 2012 (KB4018073) (64-bit)	11.4.7001.0	Microsoft
Service Pack 4 for SQL Server 2012 (KB4018073) (64-bit)	11.4.7001.0	Microsoft
SetIP	N/A	SetIP
Setup Sybase Version 12(64)		
Setup Sybase Version 12(64)	64	Setup Sybase Version
Setup Sybase Version 12(64)	64	Setup Sybase Version
Setup Sybase Version 12(64)	64	Setup Sybase Version
Setup Sybase Version 12(64)	64	Setup Sybase Version
Setup Sybase Version 12(64)	64	Setup Sybase Version
Setup Sybase Version 12(64)	64	
Setup WindowsIATS	N/A	Microsoft
Setup WindowsIATS	N/A	Microsoft
Setup WindowsIATS	N/A	Microsoft
Setup WindowsIATS	N/A	Microsoft
Setup WindowsIATS	N/A	Microsoft
Setup WindowsIATS	N/A	Microsoft
Setup WindowsIATS	N/A	Microsoft
Setup Work Station Sybase Version 10	10	
Setup Work Station Sybase Version 12		
Setup Work Station Sybase Version 12	12	
Setup Work Station Sybase Version 12	12	
Setup Work Station Sybase Version 12	12	
SFPreset	4.0.0.67	SFPreset
SFPreset	1.0.0.1	SFPreset
SIFT	4	SIFT
Signage Manager Express	4.4.47	Signage Manager Express
Silicon Laboratories CP210x USB to UART Bridge (Driver Removal)	210	
SketchUp Import	1.2.0	SketchUp Import
SketchUp Import 2016	2.0.0	SketchUp Import
Skype for Business Web App Plug-in	15.8.20020.400	
Skype Meetings App	16.2.0.194	Skype Meetings App
Skype Meetings App	16.2.0.194	
SkypeΓäó 7.3	7.3.101	SkypeΓäó
Slack	3.0.5	Slack
SMART Ink	4.1.696.0	SMART Ink
SMART Install Manager	1.0.58.1	SMART Install Manager
Smart Label Printer 7.1.1 R2	7.1.0437	Smart Label Printer 7.1.1 R
SMART Product Drivers	12.6.581.0	SMART Product Drivers
SmartChain Edge Services	6.0.0.0	SmartChain Edge Services
SmartCity Field Client	009.000.00002	SmartCity Field Client
SMET 1.0 for ArcGIS 10 (build 104)	1.0.104	SMET 1.0 for ArcGIS 10 (build
SMS(CM)  V9-2-4 Install	9.2.4	SMS(CM)  V9-2-4 Install
SNC Client Encryption		
SNC Client Encryption		
SNetTerm	6.6.0	SNetTerm
SNMPc Network Manager	7.1.0	SNMPc Network Manager
Softerra LDAP Administrator 2017 (64-bit)	4.15.18511.0	
Softerra LDAP Browser 4.5 (64-bit)	4.5.13724.0	
Software Keyboard	7.8.1000.0	Software Keyboard
Software Operation Panel	3.9.3.0	Software Operation Panel
Software Operation Panel	3.7.16.0	Software Operation Panel
Software Operation Panel	3.5.16.0	Software Operation Panel
Software Operation Panel	N/A	Software Operation Panel
Software Operation Panel	3.3.1.2	Software Operation Panel
Software Operation Panel	4.5.4.0	Software Operation Panel
Software Operation Panel		
Software Operation Panel	3.7.16.0	
Software Operation Panel	4.9.2.0	
SolarWinds Advanced Subnet Calculator	9.1	
SolarWinds SCP Server	1.0.4.9	SolarWinds
SolarWinds SCP Server	1.0.4.9	SolarWinds SCP Server
SolarWinds SCP Server	1.0.4.9	SolarWinds
SolarWinds SFTP/SCP Server	1.0.4.9	SolarWinds
SolarWinds TFTP Server	9.1	SolarWinds
SolarWinds TFTP Server	9.1	SolarWinds TFTP Server
SolarWinds TFTP Server	10.9.1.33	SolarWinds TFTP Server
SolarWinds TFTP Server	9.1	
Sonic CinePlayer Decoder Pack	4.2.0	
SoundMAX	6.10.2.7255	SoundMAX
SoundMAX	6.10.2.7280	SoundMAX
SoundMAX	6.10.2.6595	SoundMAX
SoundMAX	6.10.2.5860	SoundMAX
Source Time 520 for U.S. Army	.	
SourceTree	1.9.6.1	SourceTree
SpecsIntact	4.5.0.951	SpecsIntact
SpecsIntact	4.6.0.989	SpecsIntact
SPEED 11.1.2	11.1.2	SPEED
Spotify	1.0.72.117.g6bd7cc73	Spotify
Spotify	1.0.70.388.g8e1ed5af	Spotify
Spotify	1.0.59.395.ge6ca9946	Spotify
Spotlight on Oracle, Oracle RAC	8.1.0.1679	ORACLE
Spotlight on Oracle, Oracle RAC	8.1.0.1679	ORACLE
SQL 2008 R2 Reporting Services SharePoint 2010 Add-in	10.50.1600.1	Microsoft
SQL 2008 R2 Reporting Services SharePoint 2010 Add-in	10.50.1600.1	Microsoft
SQL 2008 R2 Reporting Services SharePoint 2010 Add-in	10.50.1600.1	Microsoft
SQL Server 2008 R2 Remote Blob Store	10.52.4000.0	Microsoft
SQL Server 2008 R2 Remote Blob Store	10.52.4000.0	Microsoft
SQL Server 2008 R2 Remote Blob Store	10.52.4000.0	Microsoft
SQL Server 2008 R2 Reporting Services	10.50.1600.1	Microsoft
SQL Server 2008 R2 SP1 Common Files	10.51.2500.0	Microsoft
SQL Server 2008 R2 SP2 Client Tools	10.53.6000.34	Microsoft
SQL Server 2008 R2 SP2 Common Files	10.53.6000.34	Microsoft
SQL Server 2008 R2 SP2 Database Engine Services	10.53.6000.34	Microsoft
SQL Server 2008 R2 SP2 Database Engine Shared	10.53.6000.34	Microsoft
SQL Server 2008 R2 SP2 Full text search	10.53.6000.34	Microsoft
SQL Server 2008 R2 SP2 Management Studio	10.53.6000.34	Microsoft
SQL Server 2008 R2 SP2 Reporting Services	10.53.6000.34	Microsoft
SQL Server 2008 R2 SSRS Add-in for SharePoint 2010	10.53.6000.34	Microsoft
SQL Server 2008 R2 SSRS Add-in for SharePoint 2010	10.53.6000.34	Microsoft
SQL Server 2008 R2 SSRS Add-in for SharePoint 2010	10.53.6000.34	Microsoft
SQL Server 2012 Client Tools	11.1.3000.0	Microsoft
SQL Server 2012 Client Tools	11.4.7001.0	Microsoft
SQL Server 2012 Common Files	11.1.3000.0	Microsoft
SQL Server 2012 Common Files	11.4.7001.0	Microsoft
SQL Server 2012 Database Engine Services	11.1.3000.0	Microsoft
SQL Server 2012 Database Engine Services	11.4.7001.0	Microsoft
SQL Server 2012 Database Engine Shared	11.1.3000.0	Microsoft
SQL Server 2012 Database Engine Shared	11.4.7001.0	Microsoft
SQL Server 2012 Management Studio	11.1.3000.0	Microsoft
SQL Server 2012 Management Studio	11.4.7001.0	Microsoft
SQL Server 2014 Analysis Services	12.2.5000.0	Microsoft
SQL Server 2014 Client Tools	12.2.5000.0	Microsoft
SQL Server 2014 Common Files	12.2.5000.0	Microsoft
SQL Server 2014 Data quality client	12.2.5000.0	Microsoft
SQL Server 2014 Data quality service	12.2.5000.0	Microsoft
SQL Server 2014 Data quality service	12.0.2000.8	Microsoft
SQL Server 2014 Database Engine Services	12.2.5000.0	Microsoft
SQL Server 2014 Database Engine Shared	12.2.5000.0	Microsoft
SQL Server 2014 Documentation Components	12.0.2000.8	Microsoft
SQL Server 2014 Full text search	12.2.5000.0	Microsoft
SQL Server 2014 Integration Services	12.2.5000.0	Microsoft
SQL Server 2014 Management Studio	12.2.5000.0	Microsoft
SQL Server 2014 Reporting Services	12.2.5000.0	Microsoft
SQL Server 2014 SQL Data Quality Common	12.2.5000.0	Microsoft
SQL Server 2017 Batch Parser	14.0.1000.169	Microsoft
SQL Server 2017 Client Tools Extensions	14.0.1000.169	Microsoft
SQL Server 2017 Common Files	14.0.1000.169	Microsoft
SQL Server 2017 Connection Info	14.0.1000.169	Microsoft
SQL Server 2017 DMF	14.0.1000.169	Microsoft
SQL Server 2017 Integration Services Scale Out Management Portal	14.0.1000.169	Microsoft
SQL Server 2017 Management Studio Extensions	14.0.3006.16	Microsoft
SQL Server 2017 Shared Management Objects	14.0.1000.169	Microsoft
SQL Server 2017 Shared Management Objects Extensions	14.0.1000.169	Microsoft
SQL Server 2017 SQL Diagnostics	14.0.1000.169	Microsoft
SQL Server Browser for SQL Server 2012	11.4.7001.0	Microsoft
SQL Server Browser for SQL Server 2012	11.4.7001.0	Microsoft
SQL Server Browser for SQL Server 2012	11.3.6020.0	Microsoft
SQL Server Browser for SQL Server 2012	11.4.7001.0	Microsoft
SQL Server Browser for SQL Server 2014	12.2.5000.0	Microsoft
SQL Server Browser for SQL Server 2014	12.2.5000.0	Microsoft
SQL Server Browser for SQL Server 2014	12.2.5000.0	Microsoft
Sql Server Customer Experience Improvement Program	10.53.6000.34	Microsoft
Sql Server Customer Experience Improvement Program	12.2.5000.0	Microsoft
Sql Server Customer Experience Improvement Program	11.1.3000.0	Microsoft
Sql Server Customer Experience Improvement Program	11.4.7001.0	Microsoft
SQL Server Management Studio	14.0.17213.0	Microsoft
SQL Server Management Studio for Analysis Services	14.0.17213.0	Microsoft
SQL Server Management Studio for Reporting Services	14.0.17213.0	Microsoft
SQL Server Report Builder 3 for SQL Server 2012 	11.0.2100.60	Microsoft
SQL Server Report Builder 3 for SQL Server 2012 	11.0.2100.60	Microsoft
SQL Server System CLR Types	10.0.1600.22	Microsoft
SSH Tectia Client	6.1.12.295	SSH Tectia Client
SSMS Post Install Tasks	14.0.17213.0	Microsoft Corporation
SSPConfig	1.0.0.33	SSPConfig
SSPConfig	1.0.0.0	SSPConfig
ST Microelectronics 3 Axis Digital Accelerometer Solution	4.10.0046	
ST Microelectronics 3 Axis Digital Accelerometer Solution	4.10.0036	
ST Microelectronics 3 Axis Digital Accelerometer Solution	4.10.0051	
ST Microelectronics 3 Axis Digital Accelerometer Solution	4.10.0067	
ST Microelectronics 3 Axis Digital Accelerometer Solution	4.10.0079	
STAMPS.COM	18.x	USPS
Startech.com HD Capture	.	Startech.com HD Capture
SteelCentral Authentication Service	1.4.0	Riverbed Technology  Inc.
SteelCentral Authentication Service	1.4.0	
SteelCentral Authentication Service	1.4.0	
SteelCentral NetCollector 18.0.7	18.0.7.0	Riverbed Technology
SteelCentral NetCollector 18.0.7	18.0.7.0	SteelCentral NetCollector
SteelCentral NetCollector 18.0.7	18.0.7.0	
SteelCentral Portal	1.5.0	Riverbed Technology  Inc.
SteelCentral Portal	1.5.0	SteelCentral Portal
SteelCentral Portal	1.5.0	
Stryker Digital Schematic Tool	01.00.6000	Stryker Digital Schematic Tool
Student Management System v3.1.0	3.1.0	Student Management System v
stunnel	4.34.0	stunnel
Stunnel	4.34.0.100	Stunnel
stunnel	4.34.0.098	stunnel
stunnel	4.34.0	
Stunnel 4.34.101 and SAPGUI for Windows 7.4 (Patch 3)	4.34.0.101	Microsoft
Stunnel 5.31.102.07 and SAPGUI for Windows 7.4 (Patch 7)	5.31.102.07	Microsoft
Stunnel/SAP GUI Integrated Installer 4.0	4	
Stunnel/SAP GUI Integrated Installer 4.0	4	
Stunnel/SAP GUI Integrated Installer 4.2.0	4.2.0	
Stunnel/SAP GUI Integrated Installer 4.4.0	4.4.0	
Stunnel/SAP GUI Integrated Installer 4.4.0	4.4.0	
Stunnel/SAP GUI Integrated Installer 4.4.0	4.4.0	
SUNIX Multi IO Controller	8.1.1.0	SUNIX Multi IO Controller
SUNIX Multi IO Controller	8.1.1.0	
SUNIX Multi-IO Controller	7.2.0.0	SUNIX Multi-IO Controller
SUNIX Multi-IO Controller	7.2.0.0	
Swift	3.0.6.2	Swift
Swift	3.0.6.1	Swift
Swift	4.0.0	
Swift	3.0.6.2	
swMSM	12.0.0.1	Adobe Systems  Inc
Symantec NetBackup	7.7.3	Symantec
Symantec NetBackup	7.7.2	Symantec
Symantec NetBackup	7.7.3	Symantec
Symantec NetBackup	7.7.3	Symantec
Symantec NetBackup	7.7.2	Symantec
Symantec NetBackup	7.7.2	Symantec
Symantec NetBackup Client	7.7	Symantec
Symantec NetBackup Client	7.7.2	Symantec
Symantec NetBackup Client	7.7.3	Symantec
Symantec NetBackup Client	7.7.3	Symantec
Symantec NetBackup Client	7.7	Symantec
Symantec NetBackup Client	7.7	Symantec
Symantec NetBackup Client	7.7.2	Symantec
Symantec NetBackup Client	7.7.2	Symantec
Symantec NetBackup OpsCenter Server (64bit)	7.7.3.0	Symantec
Symantec NetBackup OpsCenter Server (64bit)	7.7.3.0	Symantec
Synaptics Pointing Device Driver	19.3.8.13	Synaptics
System Center 2007 R2 Hotfix Utility	3.0.0	Microsoft
System Center 2012 R2 Configuration Manager Console	5.00.7958.1000	Microsoft
System Center 2012 R2 Operations Manager	7.1.10226.0	Microsoft
System Center 2012 R2 Operations Manager	7.1.10226.0	Microsoft
System Center 2012 R2 Operations Manager	7.1.10226.0	Microsoft
System Center 2012 R2 Operations Manager	7.1.10226.0	Microsoft
System Center Configuration Manager Console	5.00.8412.1000	Microsoft
System Center Operations Manager 2007 R2	6.1.7221.0	Microsoft
System Center Operations Manager 2012 Console	7.1.10226.0	Microsoft
System Center Operations Manager 2012 Reporting Server	7.1.10226.0	Microsoft
System Center Operations Manager 2012 Server	7.1.10226.0	Microsoft
System Center Operations Manager 2012 Web Console	7.1.10226.0	Microsoft
Systems Management Software (64-Bit)	9.1.0	
SystemTools DumpSec	2.8.6	SystemTools Software Inc
SystemTools DumpSec	2.8.6	SystemTools DumpSec
SystemTools DumpSec	2.8.6	
T1394 Bus Driver v1.40.0.0	1.40.0.0	T1394 Bus Driver v
Tableau Desktop	2022.x	Tableau
